motif	factor
GM.5.0.Nuclear_receptor.0046	PPARA
GM.5.0.C2H2_ZF.0092	HIC1
GM.5.0.Mixed.0036	POU2F1
GM.5.0.Mixed.0036	POU
GM.5.0.C2H2_ZF.0093	ZSCAN4
GM.5.0.Homeodomain.0081	CDX1
GM.5.0.CUT_Homeodomain.0003	CUX2
GM.5.0.CUT_Homeodomain.0003	ONECUT1
GM.5.0.CUT_Homeodomain.0003	HNF6
GM.5.0.Ets.0018	ETV4
GM.5.0.Ets.0018	ETV6
GM.5.0.bZIP.0033	DBP
GM.5.0.C2H2_ZF.0095	ZKSCAN3
GM.5.0.Myb_SANT.0008	MYB
GM.5.0.Homeodomain.0083	PBX1
GM.5.0.Homeodomain.0084	TGIF1
GM.5.0.C2H2_ZF.0096	ZNF394
GM.5.0.TEA.0003	TEAD1
GM.5.0.Grainyhead.0004	GRHL1
GM.5.0.Grainyhead.0004	TFCP2
GM.5.0.Grainyhead.0004	GRHL2
GM.5.0.C2H2_ZF.0097	ZSCAN4
GM.5.0.C2H2_ZF.0097	ZSCAN4C
GM.5.0.bHLH.0052	TCFL5
GM.5.0.bHLH.0052	MYC
GM.5.0.bHLH.0052	MAX
GM.5.0.Homeodomain.0085	SIX1
GM.5.0.Homeodomain.0085	SIX2
GM.5.0.C2H2_ZF.0098	ZNF554
GM.5.0.Mixed.0038	NRF1
GM.5.0.AP-2.0005	TFAP2B
GM.5.0.bZIP.0034	CREB1
GM.5.0.Nuclear_receptor.0047	ESRRB
GM.5.0.Nuclear_receptor.0047	ESRRA
GM.5.0.Nuclear_receptor.0047	ESRRG
GM.5.0.Homeodomain.0086	BARX1
GM.5.0.Homeodomain.0086	MSX1
GM.5.0.Homeodomain.0086	MSX2
GM.5.0.Homeodomain.0086	MSX3
GM.5.0.C2H2_ZF.0099	SP4
GM.5.0.Homeodomain.0087	ALX3
GM.5.0.Homeodomain.0087	ALX4
GM.5.0.Homeodomain.0087	ARX
GM.5.0.Homeodomain.0087	ALX1
GM.5.0.Homeodomain.0087	DRGX
GM.5.0.Homeodomain.0087	ISX
GM.5.0.Homeodomain.0087	PHOX2A
GM.5.0.Homeodomain.0087	PHOX2B
GM.5.0.Homeodomain.0087	PROP1
GM.5.0.Homeodomain.0087	PRRX1
GM.5.0.Homeodomain.0087	UNCX
GM.5.0.Homeodomain.0087	PAX7
GM.5.0.bHLH.0053	USF1
GM.5.0.bHLH.0053	MAX
GM.5.0.bHLH.0053	MNT
GM.5.0.bHLH.0053	USF2
GM.5.0.bHLH.0053	USF
GM.5.0.Ets.0019	SPDEF
GM.5.0.Nuclear_receptor.0048	AR
GM.5.0.Nuclear_receptor.0048	NR3C1
GM.5.0.Nuclear_receptor.0048	NR3C2
GM.5.0.E2F.0008	E2F7
GM.5.0.E2F.0008	E2F8
GM.5.0.Homeodomain.0089	PBX1
GM.5.0.Runt.0004	RUNX1
GM.5.0.Runt.0004	RUNX2
GM.5.0.C2H2_ZF.0100	ZFP82
GM.5.0.C2H2_ZF.0101	ZBTB12
GM.5.0.Sox.0023	LEF1
GM.5.0.bHLH.0055	HES1
GM.5.0.Runt.0005	RUNX2
GM.5.0.Nuclear_receptor.0049	ESRRA
GM.5.0.Nuclear_receptor.0049	ESRRB
GM.5.0.Nuclear_receptor.0049	ESRRG
GM.5.0.Nuclear_receptor.0049	ESR1
GM.5.0.Mixed.0041	PAX3
GM.5.0.Mixed.0041	PAX7
GM.5.0.STAT.0009	STAT3
GM.5.0.STAT.0009	STAT5A
GM.5.0.STAT.0009	STAT5B
GM.5.0.Homeodomain.0090	HOXD9
GM.5.0.Homeodomain.0091	MEIS2
GM.5.0.Homeodomain.0091	MEIS3
GM.5.0.Homeodomain.0091	PKNOX1
GM.5.0.Homeodomain.0091	PKNOX2
GM.5.0.Homeodomain.0091	TGIF1
GM.5.0.Homeodomain.0091	TGIF2
GM.5.0.Homeodomain.0091	TGIF2LX
GM.5.0.Nuclear_receptor.0050	VDR
GM.5.0.bZIP.0035	BACH2
GM.5.0.C2H2_ZF.0102	ZNF219
GM.5.0.Mixed.0042	SPZ1
GM.5.0.Mixed.0042	ZNF589
GM.5.0.Homeodomain.0092	DUX4
GM.5.0.Homeodomain.0092	DUXA
GM.5.0.Sox.0024	SOX10
GM.5.0.Sox.0024	SOX8
GM.5.0.Sox.0024	SOX9
GM.5.0.Mixed.0043	HINFP
GM.5.0.MADS_box.0009	SRF
GM.5.0.C2H2_ZF.0105	ZBTB7A
GM.5.0.Rel.0007	NFATC1
GM.5.0.Homeodomain.0093	RHOXF1
GM.5.0.bHLH.0056	NHLH2
GM.5.0.C2H2_ZF.0106	OSR2
GM.5.0.C2H2_ZF.0106	OSR1
GM.5.0.CBF_NF-Y.0003	NFYA
GM.5.0.CBF_NF-Y.0003	NFY
GM.5.0.C2H2_ZF.0107	ZNF524
GM.5.0.Homeodomain.0094	EVX1
GM.5.0.Homeodomain.0094	EVX2
GM.5.0.Homeodomain.0095	PITX2
GM.5.0.bHLH.0057	ARNT
GM.5.0.bHLH.0057	USF1
GM.5.0.Homeodomain.0096	PBX2
GM.5.0.Ets.0020	ETS1
GM.5.0.Ets.0020	ELK3
GM.5.0.Homeodomain.0097	OTX1
GM.5.0.Homeodomain.0097	OTX2
GM.5.0.SMAD.0007	SMAD3
GM.5.0.Homeodomain.0098	HOXA4
GM.5.0.Runt.0006	RUNX2
GM.5.0.Runt.0006	RUNX3
GM.5.0.C2H2_ZF.0108	ZIC1
GM.5.0.C2H2_ZF.0108	ZIC3
GM.5.0.C2H2_ZF.0108	ZIC4
GM.5.0.Sox.0025	SOX10
GM.5.0.Sox.0025	SOX15
GM.5.0.Nuclear_receptor.0052	RORA
GM.5.0.Nuclear_receptor.0052	NR1D1
GM.5.0.Nuclear_receptor.0052	RORC
GM.5.0.C2H2_ZF.0110	MECOM
GM.5.0.C2H2_ZF.0110	RUNX1
GM.5.0.Homeodomain.0099	ISL1
GM.5.0.C2H2_ZF.0111	ZIC2
GM.5.0.T-box.0011	TBX20
GM.5.0.Homeodomain.0100	HMBOX1
GM.5.0.AP-2.0006	TFAP2A
GM.5.0.AP-2.0006	TFAP2B
GM.5.0.AP-2.0006	TFAP2C
GM.5.0.AP-2.0006	TCFAP2A
GM.5.0.Homeodomain_POU.0011	POU3F2
GM.5.0.Unknown.0021	SPZ1
GM.5.0.Homeodomain.0101	DLX3
GM.5.0.Homeodomain.0101	MEOX2
GM.5.0.C2H2_ZF.0112	FEZF1
GM.5.0.Mixed.0045	ZNF350
GM.5.0.bZIP.0037	MAFF
GM.5.0.bZIP.0037	MAFK
GM.5.0.bZIP.0037	MAFG
GM.5.0.T-box.0012	TBX2
GM.5.0.Rel.0009	REL
GM.5.0.Homeodomain.0102	NKX6-2
GM.5.0.bZIP.0038	DBP
GM.5.0.T-box.0013	TBX3
GM.5.0.Mixed.0046	BCL11A
GM.5.0.Mixed.0046	IRF4
GM.5.0.bHLH.0058	MYC
GM.5.0.bHLH.0058	MAX
GM.5.0.Rel.0010	NFAT5
GM.5.0.STAT.0010	STAT4
GM.5.0.Unknown.0022	NR1H
GM.5.0.Homeodomain.0103	NKX6-1
GM.5.0.Nuclear_receptor.0053	RARA
GM.5.0.Nuclear_receptor.0053	RARG
GM.5.0.Nuclear_receptor.0053	RARB
GM.5.0.Grainyhead.0005	UBP1
GM.5.0.C2H2_ZF.0114	ZNF264
GM.5.0.bZIP.0039	DBP
GM.5.0.bZIP.0039	CEBPB
GM.5.0.bZIP.0039	CEBPD
GM.5.0.bZIP.0039	CEBPE
GM.5.0.bZIP.0039	CEBPG
GM.5.0.bZIP.0039	HLF
GM.5.0.bZIP.0039	NFIL3
GM.5.0.bZIP.0039	TEF
GM.5.0.CUT_Homeodomain.0004	CUX1
GM.5.0.Nuclear_receptor.0054	NR4A1
GM.5.0.Homeodomain.0104	NKX3-1
GM.5.0.Sox.0026	SOX10
GM.5.0.Sox.0026	SOX4
GM.5.0.Sox.0026	SOX8
GM.5.0.Sox.0026	SOX9
GM.5.0.Sox.0026	SOX11
GM.5.0.Sox.0027	SOX10
GM.5.0.Sox.0027	SOX8
GM.5.0.Sox.0027	SOX9
GM.5.0.Unknown.0023	ZBTB14
GM.5.0.Homeodomain.0105	HOXD10
GM.5.0.T-box.0014	MGA
GM.5.0.T-box.0014	TBX2
GM.5.0.T-box.0014	TBX4
GM.5.0.T-box.0014	TBX5
GM.5.0.Homeodomain.0106	LHX2
GM.5.0.Ets.0021	ELF1
GM.5.0.Homeodomain.0107	VSX1
GM.5.0.Homeodomain.0107	VSX2
GM.5.0.bZIP.0040	ATF2
GM.5.0.bHLH.0059	SREBF2
GM.5.0.Paired_box.0004	PAX6
GM.5.0.C2H2_ZF.0115	ZNF263
GM.5.0.C2H2_ZF.0115	ZFP263
GM.5.0.bZIP.0041	CREB3L1
GM.5.0.bZIP.0041	CREB3L2
GM.5.0.C2H2_ZF.0116	YY1
GM.5.0.Homeodomain.0108	HESX1
GM.5.0.SMAD.0008	SMAD3
GM.5.0.Paired_box.0006	PAX5
GM.5.0.Homeodomain.0109	HOXA1
GM.5.0.Homeodomain.0109	HOXB1
GM.5.0.bZIP.0042	CEBPB
GM.5.0.bZIP.0042	CEBPG
GM.5.0.Unknown.0024	CPEB1
GM.5.0.Rel.0011	REL
GM.5.0.HSF.0004	HSF1
GM.5.0.HSF.0004	HSF2
GM.5.0.HSF.0004	HSF4
GM.5.0.C2H2_ZF.0117	SP4
GM.5.0.C2H2_ZF.0117	ZBTB17
GM.5.0.C2H2_ZF.0118	ZNF274
GM.5.0.Unknown.0025	BPTF
GM.5.0.C2H2_ZF.0119	RREB1
GM.5.0.Forkhead.0032	ZNF384
GM.5.0.E2F.0010	E2F2
GM.5.0.E2F.0010	E2F3
GM.5.0.C2H2_ZF.0120	MZF1
GM.5.0.IRF.0007	IRF1
GM.5.0.IRF.0007	IRF2
GM.5.0.Homeodomain_Paired_box.0004	PAX2
GM.5.0.C2H2_ZF.0121	RREB1
GM.5.0.DM.0005	DMRT1
GM.5.0.DM.0005	DMRTB1
GM.5.0.C2H2_ZF.0122	MECOM
GM.5.0.C2H2_ZF.0122	RUNX1
GM.5.0.bHLH.0060	MYOD1
GM.5.0.bHLH.0060	TCF3
GM.5.0.C2H2_ZF.0123	ZNF549
GM.5.0.CUT_Homeodomain.0005	CUX1
GM.5.0.CUT_Homeodomain.0005	CUX2
GM.5.0.CUT_Homeodomain.0005	ONECUT1
GM.5.0.CUT_Homeodomain.0005	ONECUT2
GM.5.0.CUT_Homeodomain.0005	ONECUT3
GM.5.0.E2F.0011	E2F1
GM.5.0.Nuclear_receptor.0055	ESR1
GM.5.0.Nuclear_receptor.0055	ESRRA
GM.5.0.Ets.0022	EWSR1
GM.5.0.Ets.0022	FLI1
GM.5.0.Ets.0022	EWSR1-FLI1
GM.5.0.C2H2_ZF.0124	ZNF232
GM.5.0.bHLH.0062	NHLH1
GM.5.0.C2H2_ZF.0125	KLF6
GM.5.0.MADS_box.0010	AP1
GM.5.0.bHLH.0063	NEUROD1
GM.5.0.bHLH.0063	TCF3
GM.5.0.T-box.0015	MGA
GM.5.0.T-box.0015	TBX21
GM.5.0.Homeodomain.0112	SIX5
GM.5.0.C2H2_ZF.0126	ZFX
GM.5.0.bZIP.0043	HLF
GM.5.0.C2H2_ZF.0127	GLI3
GM.5.0.C2H2_ZF.0127	GLI
GM.5.0.C2H2_ZF.0127	GLI1
GM.5.0.E2F.0012	E2F1
GM.5.0.Grainyhead.0006	GRHL2
GM.5.0.Nuclear_receptor.0056	HNF4A
GM.5.0.bZIP.0044	DBP
GM.5.0.bZIP.0045	ATF1
GM.5.0.bZIP.0045	ATF7
GM.5.0.bZIP.0045	ATF2
GM.5.0.Nuclear_receptor.0057	ESRRB
GM.5.0.Nuclear_receptor.0057	NR5A2
GM.5.0.Nuclear_receptor.0057	ESRRA
GM.5.0.Nuclear_receptor.0057	NR5A1
GM.5.0.C2H2_ZF.0128	MECOM
GM.5.0.C2H2_ZF.0128	RUNX1
GM.5.0.bZIP.0046	CEBPA
GM.5.0.bZIP.0046	CEBP
GM.5.0.SMAD.0009	SMAD1
GM.5.0.C2H2_ZF.0129	ZFP410
GM.5.0.bHLH.0064	SREBP1A
GM.5.0.bHLH.0064	SREBP2
GM.5.0.E2F.0013	E2F1
GM.5.0.bZIP.0047	MAFA
GM.5.0.Ets.0023	SPDEF
GM.5.0.C2H2_ZF.0130	GLIS2
GM.5.0.bZIP.0048	CREM
GM.5.0.Sox.0028	SOX2
GM.5.0.Nuclear_receptor.0058	NR3C1
GM.5.0.Paired_box.0007	PAX8
GM.5.0.SAND.0003	GMEB2
GM.5.0.Nuclear_receptor.0059	RARA
GM.5.0.Nuclear_receptor.0059	RARG
GM.5.0.Nuclear_receptor.0059	RORA
GM.5.0.Nuclear_receptor.0059	RARB
GM.5.0.bZIP.0049	CREB3L2
GM.5.0.bZIP.0050	FOSB
GM.5.0.bZIP.0050	JUNB
GM.5.0.bZIP.0050	JUN
GM.5.0.bZIP.0050	BATF
GM.5.0.Homeodomain.0114	NOBOX
GM.5.0.Ets.0024	ELK4
GM.5.0.Nuclear_receptor.0060	ESR2
GM.5.0.Nuclear_receptor.0060	RORA
GM.5.0.Homeodomain.0115	TGIF2
GM.5.0.Homeodomain.0115	TGIF1
GM.5.0.Ets.0025	ERG
GM.5.0.Ets.0025	ELK4
GM.5.0.Ets.0025	ETS1
GM.5.0.Ets.0025	ETV2
GM.5.0.Ets.0025	FLI1
GM.5.0.Ets.0025	ELF1
GM.5.0.C2H2_ZF.0131	ZBTB16
GM.5.0.Homeodomain.0116	DBX1
GM.5.0.Homeodomain.0116	TLX2
GM.5.0.Sox.0029	TCF7
GM.5.0.Rel.0012	NFATC3
GM.5.0.Rel.0012	NFATC2
GM.5.0.Rel.0012	NFATC1
GM.5.0.Nuclear_receptor.0061	RXRA
GM.5.0.Nuclear_receptor.0061	RXRG
GM.5.0.C2H2_ZF.0132	GZF1
GM.5.0.GATA.0011	GATA3
GM.5.0.Unknown.0029	USF
GM.5.0.bHLH.0065	TWIST1
GM.5.0.Homeodomain.0117	LBX1
GM.5.0.Nuclear_receptor.0062	NR2F6
GM.5.0.Nuclear_receptor.0062	NR2F2
GM.5.0.Nuclear_receptor.0062	NR2F1
GM.5.0.Unknown.0030	NRF1
GM.5.0.SAND.0004	SP110
GM.5.0.Homeodomain.0119	HOXD13
GM.5.0.Homeodomain.0119	CDX2
GM.5.0.Rel.0013	NFAT5
GM.5.0.Homeodomain.0120	DPRX
GM.5.0.Ets.0026	ELF1
GM.5.0.Ets.0026	ETV1
GM.5.0.Ets.0026	GABPA
GM.5.0.Ets.0026	ETS1
GM.5.0.Ets.0026	ELF2
GM.5.0.Ets.0026	ELK1
GM.5.0.Ets.0026	ELK4
GM.5.0.Ets.0026	EHF
GM.5.0.Ets.0026	ELF3
GM.5.0.Ets.0026	ELF4
GM.5.0.Ets.0026	ETV6
GM.5.0.Ets.0026	ZBTB7A
GM.5.0.Homeodomain.0121	LHX2
GM.5.0.Homeodomain.0121	LBX2
GM.5.0.IRF.0008	IRF3
GM.5.0.C2H2_ZF.0133	ZFP281
GM.5.0.C2H2_ZF.0133	ZNF281
GM.5.0.Ets.0027	ELF5
GM.5.0.Ets.0027	ETS1
GM.5.0.Rel.0014	NFKB1
GM.5.0.Rel.0014	NFKB2
GM.5.0.Homeodomain_POU.0012	POU2F1
GM.5.0.Homeodomain_POU.0012	POU1F1
GM.5.0.Homeodomain_POU.0012	POU3F1
GM.5.0.Homeodomain_POU.0012	POU3F2
GM.5.0.Homeodomain_POU.0012	POU3F3
GM.5.0.Homeodomain_POU.0012	BRN1
GM.5.0.MADS_box.0011	AP1
GM.5.0.Nuclear_receptor.0064	NR1H4
GM.5.0.IRF.0009	IRF4
GM.5.0.IRF.0009	IRF7
GM.5.0.IRF.0009	IRF8
GM.5.0.IRF.0009	IRF9
GM.5.0.Rel.0015	RELA
GM.5.0.SMAD.0010	SMAD2
GM.5.0.Homeodomain.0122	LHX6
GM.5.0.Homeodomain.0122	LHX8
GM.5.0.Nuclear_receptor.0065	NR4A2
GM.5.0.C2H2_ZF.0134	ZNF85
GM.5.0.Nuclear_receptor.0066	HNF4G
GM.5.0.Nuclear_receptor.0067	AR
GM.5.0.Nuclear_receptor.0068	HNF4A
GM.5.0.C2H2_ZF.0135	REST
GM.5.0.bZIP.0051	CREB3
GM.5.0.bZIP.0051	CREB3L1
GM.5.0.bZIP.0051	XBP1
GM.5.0.bZIP.0051	CREB3L2
GM.5.0.CxxC.0001	CXXC1
GM.5.0.Rel.0016	RELB
GM.5.0.bHLH.0067	MSC
GM.5.0.Nuclear_receptor.0070	ESRRG
GM.5.0.C2H2_ZF.0137	BCL6B
GM.5.0.Nuclear_receptor.0071	NR2E1
GM.5.0.C2H2_ZF.0138	PLAG1
GM.5.0.p53.0004	TP63
GM.5.0.p53.0004	TRP73
GM.5.0.p53.0004	TP73
GM.5.0.bZIP.0052	CEBPA
GM.5.0.bZIP.0052	CEBPB
GM.5.0.bZIP.0052	CEBPD
GM.5.0.Unknown.0031	NRF1
GM.5.0.Forkhead.0033	FOXB1
GM.5.0.bHLH.0068	BHLHE40
GM.5.0.bHLH.0068	USF2
GM.5.0.bHLH.0068	MITF
GM.5.0.C2H2_ZF.0139	ZNF238
GM.5.0.C2H2_ZF.0139	ZBTB18
GM.5.0.Homeodomain.0123	VENTX
GM.5.0.Homeodomain.0123	LHX2
GM.5.0.Homeodomain.0123	MEOX1
GM.5.0.Homeodomain.0123	MEOX2
GM.5.0.bZIP.0053	MAFK
GM.5.0.bZIP.0053	MAF
GM.5.0.C2H2_ZF.0141	ZNF263
GM.5.0.Homeodomain.0125	NANOG
GM.5.0.bHLH.0070	ARNTL
GM.5.0.Homeodomain.0126	NKX6-1
GM.5.0.Myb_SANT.0009	CDC5L
GM.5.0.C2H2_ZF.0142	PLAG1
GM.5.0.GATA.0012	GATA
GM.5.0.GATA.0012	GATA1
GM.5.0.GATA.0012	GATA3
GM.5.0.GATA.0012	GATA5
GM.5.0.GATA.0012	GATA2
GM.5.0.GATA.0012	GATA4
GM.5.0.GATA.0012	GATA6
GM.5.0.Homeodomain.0127	HOXC6
GM.5.0.Homeodomain.0127	HOXC9
GM.5.0.bHLH.0072	MYF
GM.5.0.Homeodomain.0128	HOXA9
GM.5.0.Homeodomain.0128	HOXC10
GM.5.0.Homeodomain.0128	HOXC11
GM.5.0.Homeodomain.0128	HOXC12
GM.5.0.Homeodomain.0128	HOXD12
GM.5.0.Homeodomain.0128	HOXA11
GM.5.0.Homeodomain.0128	HOXA10
GM.5.0.bHLH.0073	NHLH1
GM.5.0.C2H2_ZF.0143	ZNF563
GM.5.0.bHLH.0074	EPAS1
GM.5.0.E2F.0014	E2F5
GM.5.0.E2F.0014	E2F1
GM.5.0.E2F.0014	E2F4
GM.5.0.bZIP.0054	MAFB
GM.5.0.bZIP.0054	CIC
GM.5.0.bZIP.0054	MAF
GM.5.0.bZIP.0054	MAFA
GM.5.0.Nuclear_receptor.0072	RARA
GM.5.0.Nuclear_receptor.0072	RXRA
GM.5.0.bHLH.0075	HAND1
GM.5.0.bHLH.0075	TCF3
GM.5.0.Mixed.0053	MAX
GM.5.0.GATA.0013	GATA2
GM.5.0.Homeodomain.0130	NKX3-2
GM.5.0.IRF.0010	IRF5
GM.5.0.Mixed.0054	POU2F1
GM.5.0.IRF.0011	IRF3
GM.5.0.Homeodomain.0131	HOXB4
GM.5.0.Homeodomain.0131	LHX2
GM.5.0.Homeodomain.0131	PDX1
GM.5.0.C2H2_ZF.0144	KLF3
GM.5.0.Homeodomain.0132	HOXA5
GM.5.0.Nuclear_receptor.0073	RXRA
GM.5.0.Nuclear_receptor.0073	VDR
GM.5.0.Nuclear_receptor.0074	ESR2
GM.5.0.Nuclear_receptor.0075	THRB
GM.5.0.C2H2_ZF.0145	VEZF1
GM.5.0.Mixed.0056	ZNF350
GM.5.0.Mixed.0057	POU2F1
GM.5.0.IRF.0012	IRF7
GM.5.0.Forkhead.0034	FOXD3
GM.5.0.Sox.0030	SOX21
GM.5.0.Sox.0030	SOX7
GM.5.0.Sox.0030	SRY
GM.5.0.AP-2.0007	TFAP2A
GM.5.0.C2H2_ZF.0146	ZNF274
GM.5.0.Nuclear_receptor.0076	ERRA
GM.5.0.Nuclear_receptor.0076	RXRA
GM.5.0.Nuclear_receptor.0076	NR2F2
GM.5.0.C2H2_ZF.0147	PRDM4
GM.5.0.Mixed.0058	MZF1
GM.5.0.p53.0005	TP53
GM.5.0.C2H2_ZF.0148	WT1
GM.5.0.Homeodomain.0133	HOXA10
GM.5.0.Homeodomain.0133	HOXA9
GM.5.0.Paired_box.0009	PAX1
GM.5.0.Paired_box.0009	PAX2
GM.5.0.Paired_box.0009	PAX5
GM.5.0.Paired_box.0009	PAX9
GM.5.0.bZIP.0055	ATF6
GM.5.0.C2H2_ZF.0149	YY1
GM.5.0.bZIP.0056	ATF1
GM.5.0.bZIP.0056	CREB1
GM.5.0.bZIP.0056	ATF3
GM.5.0.AP-2.0008	TFAP2A
GM.5.0.AP-2.0008	TFAP2C
GM.5.0.T-box.0016	EOMES
GM.5.0.Homeodomain_POU.0013	POU6F1
GM.5.0.Homeodomain_POU.0013	POU6F2
GM.5.0.C2H2_ZF.0150	ZIM3
GM.5.0.T-box.0017	TBX21
GM.5.0.bZIP.0057	MAF
GM.5.0.Unknown.0037	CEBP
GM.5.0.AT_hook.0002	HMGA2
GM.5.0.Nuclear_receptor.0078	ESR1
GM.5.0.Nuclear_receptor.0078	NR4A3
GM.5.0.GATA.0015	GATA3
GM.5.0.Myb_SANT.0010	MYB
GM.5.0.C2H2_ZF.0151	HIVEP2
GM.5.0.Nuclear_receptor.0080	NR1H4
GM.5.0.C2H2_ZF.0152	ZNF320
GM.5.0.Homeodomain.0135	HOXC8
GM.5.0.bZIP.0058	NFE2L2
GM.5.0.bZIP.0059	NFE2L1
GM.5.0.bZIP.0059	MAFG
GM.5.0.C2H2_ZF.0153	PRDM1
GM.5.0.ARID_BRIGHT.0002	ARID5A
GM.5.0.Rel.0018	RELA
GM.5.0.bZIP.0061	CEBPD
GM.5.0.Nuclear_receptor.0083	PPARG
GM.5.0.C2H2_ZF.0154	ZBTB4
GM.5.0.Unknown.0042	ZNF431
GM.5.0.C2H2_ZF.0155	ZBTB7B
GM.5.0.C2H2_ZF.0156	BCL6B
GM.5.0.IRF.0013	IRF8
GM.5.0.Homeodomain.0136	AC226150.2
GM.5.0.Unknown.0044	TFAP2
GM.5.0.C2H2_ZF.0158	ZNF423
GM.5.0.GCM.0004	GCM1
GM.5.0.CUT_Homeodomain.0006	CUX1
GM.5.0.STAT.0012	STAT5A
GM.5.0.STAT.0012	STAT5B
GM.5.0.bZIP.0063	JUN
GM.5.0.IRF.0014	IRF3
GM.5.0.MADS_box.0012	MEF2A
GM.5.0.MADS_box.0012	MYEF2
GM.5.0.Unknown.0047	CDX
GM.5.0.MADS_box.0013	MEF2A
GM.5.0.MADS_box.0013	MYEF2
GM.5.0.Unknown.0048	PURA
GM.5.0.bZIP.0064	ATF3
GM.5.0.C2H2_ZF.0159	ZFP57
GM.5.0.T-box.0018	TBX1
GM.5.0.C2H2_ZF.0160	ZNF136
GM.5.0.C2H2_ZF.0161	ZNF134
GM.5.0.Grainyhead.0007	TFCP2
GM.5.0.bZIP.0065	CEBPG
GM.5.0.C2H2_ZF.0162	YY1
GM.5.0.bHLH.0078	PTF1A
GM.5.0.Homeodomain.0137	PDX1
GM.5.0.Forkhead.0035	FOXM1
GM.5.0.TEA.0004	TEAD4
GM.5.0.Forkhead.0036	FOXF2
GM.5.0.AP-2.0009	TFAP2D
GM.5.0.RFX.0008	RFX5
GM.5.0.Mixed.0062	POU2F1
GM.5.0.Unknown.0053	HERPUD1
GM.5.0.C2H2_ZF.0165	MTF1
GM.5.0.C2H2_ZF.0166	SP2
GM.5.0.C2H2_ZF.0167	PRDM5
GM.5.0.C2H2_ZF.0168	OVOL1
GM.5.0.bHLH.0080	ARNT2
GM.5.0.C2H2_ZF.0170	ZBTB49
GM.5.0.bHLH.0081	BHLHE41
GM.5.0.Forkhead.0037	FOXO1
GM.5.0.Forkhead.0037	FOXO3
GM.5.0.Forkhead.0037	FOXO4
GM.5.0.Forkhead.0037	FOXO6
GM.5.0.Homeodomain.0139	PBX1
GM.5.0.Sox.0031	SRY
GM.5.0.bHLH.0083	HEY2
GM.5.0.bZIP.0066	ATF3
GM.5.0.bZIP.0066	FOSL2
GM.5.0.Ets.0029	ELK1
GM.5.0.C2H2_ZF.0172	ZFP652
GM.5.0.C2H2_ZF.0173	ZNF335
GM.5.0.GATA.0017	GATA5
GM.5.0.Rel.0019	NFATC1
GM.5.0.MADS_box.0014	MEF2A
GM.5.0.MADS_box.0014	MYEF2
GM.5.0.C2H2_ZF.0174	SP1
GM.5.0.C2H2_ZF.0174	SP4
GM.5.0.C2H2_ZF.0175	BCL6
GM.5.0.AT_hook.0003	HMGA1
GM.5.0.Homeodomain.0141	TGIF1
GM.5.0.bZIP.0067	ATF1
GM.5.0.Homeodomain.0142	NKX2-1
GM.5.0.Zinc_cluster.0001	SEF1
GM.5.0.T-box.0020	T
GM.5.0.THAP_finger.0004	THAP1
GM.5.0.C2H2_ZF.0176	ZSCAN22
GM.5.0.Unknown.0062	GTF2A
GM.5.0.Nuclear_receptor.0085	NR2E3
GM.5.0.Ets.0031	ETS1
GM.5.0.p53.0006	TP73
GM.5.0.Nuclear_receptor.0086	NR3C2
GM.5.0.bZIP.0068	CREB1
GM.5.0.C2H2_ZF.0178	PRDM1
GM.5.0.Mixed.0064	POU2F1
GM.5.0.Paired_box.0011	PAX5
GM.5.0.Rel.0020	NFATC1
GM.5.0.Mixed.0065	PAX4
GM.5.0.C2H2_ZF.0179	HIC1
GM.5.0.Unknown.0068	ZBTB14
GM.5.0.GTF2I-like.0001	GTF2I
GM.5.0.Mixed.0066	POU
GM.5.0.Mixed.0066	POU2F1
GM.5.0.Mixed.0067	PAX6
GM.5.0.C2H2_ZF.0180	OVOL2
GM.5.0.E2F.0016	E2F3
GM.5.0.E2F.0016	E2F2
GM.5.0.C2H2_ZF.0181	SP3
GM.5.0.SMAD.0011	NFIA
GM.5.0.SMAD.0011	NFIC
GM.5.0.Nuclear_receptor.0087	THRB
GM.5.0.C2H2_ZF.0182	EGR3
GM.5.0.bHLH.0085	TFAP4
GM.5.0.Myb_SANT.0011	TERF2
GM.5.0.Unknown.0070	COMP1
GM.5.0.IRF.0015	IRF7
GM.5.0.bZIP.0069	CEBP
GM.5.0.bZIP.0069	CEBPA
GM.5.0.Ets.0032	ERG
GM.5.0.Ets.0032	FLI1
GM.5.0.Mixed.0069	MZF1
GM.5.0.TBP.0002	TBP
GM.5.0.TBP.0003	TBP
GM.5.0.Homeodomain.0144	HOXD8
GM.5.0.C2H2_ZF.0186	ZBTB1
GM.5.0.Nuclear_receptor.0088	PPARA
GM.5.0.Homeodomain.0145	MEIS1
GM.5.0.Homeodomain.0145	HOXA9
GM.5.0.E2F.0017	E2F1
GM.5.0.Forkhead.0040	FOXM1
GM.5.0.p53.0007	TP73
GM.5.0.Homeodomain.0146	PRRX1
GM.5.0.C2H2_ZF.0187	PATZ1
GM.5.0.Unknown.0079	RAR
GM.5.0.bHLH.0086	OLIG3
GM.5.0.SMAD.0014	NFIC
GM.5.0.Nuclear_receptor.0090	NR2E3
GM.5.0.Myb_SANT.0012	MYBL2
GM.5.0.C2H2_ZF.0188	ZNF8
GM.5.0.Homeodomain.0147	CDX2
GM.5.0.SMAD.0015	SMAD4
GM.5.0.Homeodomain.0148	NANOG
GM.5.0.MADS_box.0016	SRF
