motif	factor
GM.5.0.Forkhead.0007	FOXL2
GM.5.0.Forkhead.0007	FOXA2
GM.5.0.Forkhead.0007	FOXS1
GM.5.0.Forkhead.0007	FOXQ1
GM.5.0.Forkhead.0007	FOXK1
GM.5.0.Forkhead.0007	FOXI1
GM.5.0.Ets.0009	ELF1
GM.5.0.Ets.0009	ELF2
GM.5.0.C2H2_ZF.0029	ZFP161
GM.5.0.C2H2_ZF.0029	ZBTB14
GM.5.0.Nuclear_receptor.0014	RARG
GM.5.0.Nuclear_receptor.0014	ESR1
GM.5.0.Nuclear_receptor.0014	ESR2
GM.5.0.Unknown.0003	EP300
GM.5.0.Homeodomain.0033	NKX2-3
GM.5.0.Homeodomain.0033	NKX2-5
GM.5.0.Homeodomain.0033	NKX2-6
GM.5.0.Homeodomain.0033	NKX2-4
GM.5.0.Sox.0010	ZNF333
GM.5.0.Sox.0010	HMG20B
GM.5.0.bHLH.0024	AHRR
GM.5.0.bHLH.0024	AHR
GM.5.0.bHLH.0024	ARNT
GM.5.0.bZIP.0016	CREM
GM.5.0.bZIP.0016	ATF2
GM.5.0.bZIP.0016	CREB1
GM.5.0.bZIP.0016	CREB5
GM.5.0.Homeodomain.0034	GSC
GM.5.0.Homeodomain.0034	OTX2
GM.5.0.Homeodomain.0034	OBOX5
GM.5.0.Homeodomain.0034	OBOX6
GM.5.0.Homeodomain.0034	DMBX1
GM.5.0.Homeodomain.0034	CRX
GM.5.0.Homeodomain.0034	NP_663755.2
GM.5.0.Homeodomain.0034	DOBOX5
GM.5.0.Homeodomain.0034	GSC2
GM.5.0.Homeodomain.0034	AC189028.1
GM.5.0.Homeodomain.0034	OTX1
GM.5.0.Homeodomain.0034	Q8VHG7_MOUSE
GM.5.0.Homeodomain.0034	PITX2
GM.5.0.Homeodomain.0034	GM5889
GM.5.0.bHLH.0025	EBF1
GM.5.0.Forkhead.0008	TCF12
GM.5.0.Forkhead.0008	TCF7L2
GM.5.0.Forkhead.0008	FOXD4L6
GM.5.0.Forkhead.0008	GATA3
GM.5.0.Forkhead.0008	FOXD4L3
GM.5.0.Forkhead.0008	FOXF1A
GM.5.0.Forkhead.0008	FOXB1
GM.5.0.Forkhead.0008	FOXD4L1
GM.5.0.Forkhead.0008	FOXI3
GM.5.0.Forkhead.0008	FOXA1
GM.5.0.Forkhead.0008	KIAA0415
GM.5.0.Forkhead.0008	FOXD4
GM.5.0.Forkhead.0008	FOXD4L5
GM.5.0.Forkhead.0008	FOXD3
GM.5.0.Forkhead.0008	FOXD2
GM.5.0.Forkhead.0008	FOXM1
GM.5.0.Forkhead.0008	FOXK2
GM.5.0.Forkhead.0008	FOXB2
GM.5.0.Forkhead.0008	FOXE3
GM.5.0.Forkhead.0008	FOXE1
GM.5.0.Forkhead.0008	FOXF2
GM.5.0.Forkhead.0008	FOXI2
GM.5.0.Forkhead.0008	RXRA
GM.5.0.Forkhead.0008	FOXA3
GM.5.0.Forkhead.0008	FOXL2
GM.5.0.Forkhead.0008	EP300
GM.5.0.Forkhead.0008	FOXA2
GM.5.0.Forkhead.0008	FOXS1
GM.5.0.Forkhead.0008	FOXQ1
GM.5.0.Forkhead.0008	FOXI1
GM.5.0.C2H2_ZF.0030	GLIS3
GM.5.0.C2H2_ZF.0030	GLIS1
GM.5.0.C2H2_ZF.0030	GLIS2
GM.5.0.Nuclear_receptor.0015	NR3C2
GM.5.0.Nuclear_receptor.0015	PGR
GM.5.0.Nuclear_receptor.0015	NR3C1
GM.5.0.bHLH.0026	NPAS
GM.5.0.bHLH.0026	MYCN
GM.5.0.bHLH.0026	HES1
GM.5.0.bHLH.0026	CLOCK
GM.5.0.bHLH.0026	HES4
GM.5.0.bHLH.0026	MAX
GM.5.0.bHLH.0026	HES5
GM.5.0.bHLH.0026	CMYC
GM.5.0.bHLH.0026	MYC
GM.5.0.bHLH.0026	MYCL
GM.5.0.bHLH.0026	HES7
GM.5.0.bHLH.0026	BHLHE40
GM.5.0.bHLH.0026	BMAL1
GM.5.0.bHLH.0026	NPAS2
GM.5.0.bHLH.0026	MYCS
GM.5.0.bHLH.0026	ARNT
GM.5.0.bHLH.0026	HES2
GM.5.0.bHLH.0027	NPAS2
GM.5.0.bHLH.0027	MXI1
GM.5.0.GATA.0005	GATA2
GM.5.0.GATA.0005	GATA6
GM.5.0.GATA.0005	GATA1
GM.5.0.GATA.0005	HMGN3
GM.5.0.bZIP.0017	JUNB
GM.5.0.bZIP.0017	JUND
GM.5.0.bZIP.0017	JUN
GM.5.0.bZIP.0017	MAX
GM.5.0.bZIP.0017	PRDM1
GM.5.0.bZIP.0017	STAT3
GM.5.0.bZIP.0017	FOSL2
GM.5.0.bZIP.0017	IRF1
GM.5.0.bZIP.0017	ETS1
GM.5.0.bZIP.0017	FRA1
GM.5.0.bZIP.0017	GATA2
GM.5.0.bZIP.0017	FOS
GM.5.0.bZIP.0017	FOSB
GM.5.0.bZIP.0017	TAL1
GM.5.0.bZIP.0017	AP1
GM.5.0.bZIP.0017	BCL11A
GM.5.0.bZIP.0017	ATF3
GM.5.0.bZIP.0017	BATF
GM.5.0.bZIP.0017	TFAP2A
GM.5.0.Homeodomain_Paired_box.0002	PAX6
GM.5.0.C2H2_ZF.0031	THAP1
GM.5.0.C2H2_ZF.0031	SP2
GM.5.0.C2H2_ZF.0031	SP1
GM.5.0.bZIP.0018	CREB1
GM.5.0.bZIP.0018	E4F1
GM.5.0.bZIP.0018	ATF1
GM.5.0.MADS_box.0003	MEF2C
GM.5.0.MADS_box.0003	MEF2D
GM.5.0.MADS_box.0003	MEF2B
GM.5.0.MADS_box.0003	MEF2A
GM.5.0.MADS_box.0003	AC002126.6
GM.5.0.C2H2_ZF.0032	CACD
GM.5.0.C2H2_ZF.0032	ZNF148
GM.5.0.Mixed.0014	YY1
GM.5.0.Mixed.0014	TAF1
GM.5.0.C2H2_ZF.0033	OSR2
GM.5.0.Forkhead.0009	FOXD4L6
GM.5.0.Forkhead.0009	FOXD4L3
GM.5.0.Forkhead.0009	FOXF1A
GM.5.0.Forkhead.0009	FOXN3
GM.5.0.Forkhead.0009	FOXD4L1
GM.5.0.Forkhead.0009	FOXI3
GM.5.0.Forkhead.0009	FOXA1
GM.5.0.Forkhead.0009	KIAA0415
GM.5.0.Forkhead.0009	FOXD4
GM.5.0.Forkhead.0009	FOXD4L5
GM.5.0.Forkhead.0009	FOXD3
GM.5.0.Forkhead.0009	FOXD2
GM.5.0.Forkhead.0009	FOXJ3
GM.5.0.Forkhead.0009	FOXK2
GM.5.0.Forkhead.0009	FOXB2
GM.5.0.Forkhead.0009	FOXE3
GM.5.0.Forkhead.0009	FOXE1
GM.5.0.Forkhead.0009	ENSMUSG00000090020
GM.5.0.Forkhead.0009	FOXF2
GM.5.0.Forkhead.0009	FOXI2
GM.5.0.Forkhead.0009	FOXA3
GM.5.0.Forkhead.0009	FOXL2
GM.5.0.Forkhead.0009	FOXS1
GM.5.0.Forkhead.0009	FOXN2
GM.5.0.Forkhead.0009	FOXK1
GM.5.0.Forkhead.0009	FOXI1
GM.5.0.T-box.0004	TBX20
GM.5.0.Nuclear_receptor.0016	RXRA
GM.5.0.Nuclear_receptor.0016	RARB
GM.5.0.Nuclear_receptor.0016	RARG
GM.5.0.Nuclear_receptor.0016	NR1I2
GM.5.0.Nuclear_receptor.0016	HNF4A
GM.5.0.C2H2_ZF.0034	ZBTB7A
GM.5.0.C2H2_ZF.0034	SP2
GM.5.0.Nuclear_receptor.0017	RXRA
GM.5.0.Nuclear_receptor.0017	VDR
GM.5.0.DM.0003	DMRTA1
GM.5.0.DM.0003	DMRT3
GM.5.0.DM.0003	DMRTA2
GM.5.0.DM.0003	DMRT2
GM.5.0.DM.0003	DMRT1
GM.5.0.Nuclear_receptor.0018	NR5A1
GM.5.0.Nuclear_receptor.0018	NR4A3
GM.5.0.Nuclear_receptor.0018	NR4A1
GM.5.0.bHLH.0028	TCF15
GM.5.0.bHLH.0028	TCF21
GM.5.0.bHLH.0028	ENSG00000187728
GM.5.0.bHLH.0028	MSC
GM.5.0.bHLH.0028	TCF23
GM.5.0.Nuclear_receptor.0019	PPARG
GM.5.0.Nuclear_receptor.0019	RXRA
GM.5.0.Nuclear_receptor.0019	CR759733.4
GM.5.0.Nuclear_receptor.0019	PPARA
GM.5.0.Nuclear_receptor.0019	CR354565.3
GM.5.0.Nuclear_receptor.0019	CR936877.3
GM.5.0.Nuclear_receptor.0019	NR2F2
GM.5.0.Nuclear_receptor.0019	AL662824.5
GM.5.0.Nuclear_receptor.0019	AL844527.7
GM.5.0.Nuclear_receptor.0019	NR2F1
GM.5.0.Nuclear_receptor.0019	PPARD
GM.5.0.Sox.0011	HBP1
GM.5.0.STAT.0002	STAT6
GM.5.0.Forkhead.0010	FOXI2
GM.5.0.Forkhead.0010	FOXD4L5
GM.5.0.Forkhead.0010	FOXA3
GM.5.0.Forkhead.0010	FOXD4L6
GM.5.0.Forkhead.0010	FOXA1
GM.5.0.Forkhead.0010	FOXB2
GM.5.0.Forkhead.0010	FOXL2
GM.5.0.Forkhead.0010	FOXD3
GM.5.0.Forkhead.0010	FOXE3
GM.5.0.Forkhead.0010	FOXD4L3
GM.5.0.Forkhead.0010	FOXI3
GM.5.0.Forkhead.0010	FOXF1A
GM.5.0.Forkhead.0010	FOXS1
GM.5.0.Forkhead.0010	FOXE1
GM.5.0.Forkhead.0010	FOXD4
GM.5.0.Forkhead.0010	FOXD4L1
GM.5.0.Forkhead.0010	FOXQ1
GM.5.0.Forkhead.0010	FOXD2
GM.5.0.Forkhead.0010	FOXI1
GM.5.0.Forkhead.0010	FOXF2
GM.5.0.C2H2_ZF.0035	ZNF76
GM.5.0.C2H2_ZF.0035	ZNF143
GM.5.0.C2H2_ZF.0035	ZFP523
GM.5.0.C2H2_ZF.0035	ZFP143
GM.5.0.Nuclear_receptor.0020	RXRA
GM.5.0.Nuclear_receptor.0020	RXR
GM.5.0.Nuclear_receptor.0020	CR759733.4
GM.5.0.Nuclear_receptor.0020	PPARA
GM.5.0.Nuclear_receptor.0020	CR354565.3
GM.5.0.Nuclear_receptor.0020	CR936877.3
GM.5.0.Nuclear_receptor.0020	PPARG
GM.5.0.Nuclear_receptor.0020	AL662824.5
GM.5.0.Nuclear_receptor.0020	AL844527.7
GM.5.0.Nuclear_receptor.0020	PPARD
GM.5.0.bHLH.0029	HEY2
GM.5.0.bHLH.0029	HEY1
GM.5.0.bHLH.0029	CMYC
GM.5.0.bHLH.0029	HEYL
GM.5.0.Myb_SANT.0005	MYBL1
GM.5.0.Myb_SANT.0005	MYBL2
GM.5.0.RFX.0002	RFX5
GM.5.0.RFX.0002	RFX8
GM.5.0.RFX.0002	RFX7
GM.5.0.RFX.0002	RFX6
GM.5.0.Homeodomain.0035	MEIS3
GM.5.0.Homeodomain.0035	MEIS1
GM.5.0.Homeodomain.0035	SNAI1
GM.5.0.Homeodomain.0035	PKNOX2
GM.5.0.Homeodomain.0035	ENSG00000234254
GM.5.0.Homeodomain.0035	SNAI3
GM.5.0.Homeodomain.0035	TGIF2
GM.5.0.Homeodomain.0035	PKNOX1
GM.5.0.Homeodomain.0035	TGIF1
GM.5.0.Homeodomain.0035	TGIF2LY
GM.5.0.Homeodomain.0035	MEIS2
GM.5.0.bHLH.0030	ID2
GM.5.0.bHLH.0030	ID3
GM.5.0.bHLH.0030	BHLHE41
GM.5.0.bHLH.0030	MLX
GM.5.0.bHLH.0030	MAX
GM.5.0.bHLH.0030	ARNTL
GM.5.0.bHLH.0030	MLXIP
GM.5.0.bHLH.0030	MLXIPL
GM.5.0.bHLH.0030	MYC
GM.5.0.bHLH.0030	BHLHE40
GM.5.0.bHLH.0030	BHLHB3
GM.5.0.bHLH.0030	ID4
GM.5.0.bHLH.0030	ARNTL2
GM.5.0.bHLH.0030	ID1
GM.5.0.bHLH.0030	ARNT
GM.5.0.bHLH.0030	BHLHB2
GM.5.0.bHLH.0030	USF2
GM.5.0.Mixed.0015	GABPA
GM.5.0.Mixed.0015	TAF1
GM.5.0.Homeodomain.0036	HOXC9
GM.5.0.Homeodomain.0036	CDX4
GM.5.0.Homeodomain.0036	HOXB13
GM.5.0.Homeodomain.0036	CDX2
GM.5.0.C2H2_ZF.0036	JUND
GM.5.0.C2H2_ZF.0036	SP2
GM.5.0.C2H2_ZF.0036	SP1
GM.5.0.Homeodomain_POU.0006	BX088580.2
GM.5.0.Homeodomain_POU.0006	POU3F3
GM.5.0.Homeodomain_POU.0006	POU2F1
GM.5.0.Homeodomain_POU.0006	CR759815.4
GM.5.0.Homeodomain_POU.0006	POU5F1B
GM.5.0.Homeodomain_POU.0006	CR388229.2
GM.5.0.Homeodomain_POU.0006	AL773544.1
GM.5.0.Homeodomain_POU.0006	AL662833.4
GM.5.0.Homeodomain_POU.0006	POU2F2
GM.5.0.Homeodomain_POU.0006	POU5F1P1
GM.5.0.Homeodomain_POU.0006	POU2F3
GM.5.0.Forkhead.0011	FOXD4L6
GM.5.0.Forkhead.0011	FOXD4L3
GM.5.0.Forkhead.0011	FOXF1A
GM.5.0.Forkhead.0011	FOXD4L1
GM.5.0.Forkhead.0011	FOXI3
GM.5.0.Forkhead.0011	FOXA1
GM.5.0.Forkhead.0011	KIAA0415
GM.5.0.Forkhead.0011	FOXD4
GM.5.0.Forkhead.0011	FOXG1
GM.5.0.Forkhead.0011	FOXD4L5
GM.5.0.Forkhead.0011	FOXD3
GM.5.0.Forkhead.0011	FOXD2
GM.5.0.Forkhead.0011	FOXK2
GM.5.0.Forkhead.0011	FOXB2
GM.5.0.Forkhead.0011	FOXE3
GM.5.0.Forkhead.0011	FOXE1
GM.5.0.Forkhead.0011	FOXF2
GM.5.0.Forkhead.0011	FOXI2
GM.5.0.Forkhead.0011	FOXA3
GM.5.0.Forkhead.0011	FOXL2
GM.5.0.Forkhead.0011	FOXS1
GM.5.0.Forkhead.0011	FOXQ1
GM.5.0.Forkhead.0011	FOXI1
GM.5.0.bZIP.0019	JUNB
GM.5.0.bZIP.0019	JUND
GM.5.0.bZIP.0019	JUN
GM.5.0.bZIP.0019	SMARCC2
GM.5.0.bZIP.0019	BACH2
GM.5.0.bZIP.0019	FOSL1
GM.5.0.bZIP.0019	FOSL2
GM.5.0.bZIP.0019	FOSB
GM.5.0.bZIP.0019	FOS
GM.5.0.bZIP.0019	BACH1
GM.5.0.bZIP.0019	SMARCC1
GM.5.0.bZIP.0019	ATF3
GM.5.0.Forkhead.0012	FOXO3
GM.5.0.C2H2_ZF.0037	PPARGC1A
GM.5.0.C2H2_ZF.0037	ESRRA
GM.5.0.C2H2_ZF.0037	CTCF
GM.5.0.Mixed.0016	SIN3A
GM.5.0.Mixed.0016	YY1
GM.5.0.Mixed.0017	GTF3C2
GM.5.0.Mixed.0017	ZNF436
GM.5.0.bHLH.0031	NHLH2
GM.5.0.bHLH.0031	LMO2
GM.5.0.bHLH.0031	ATOH8
GM.5.0.bHLH.0031	NHLH1
GM.5.0.Homeodomain_POU.0007	BX088580.2
GM.5.0.Homeodomain_POU.0007	CR759815.4
GM.5.0.Homeodomain_POU.0007	CR388229.2
GM.5.0.Homeodomain_POU.0007	ZEB1
GM.5.0.Homeodomain_POU.0007	AL662833.4
GM.5.0.Homeodomain_POU.0007	AL773544.1
GM.5.0.Homeodomain_POU.0007	NANOG
GM.5.0.Homeodomain_POU.0007	SOX2
GM.5.0.Homeodomain_POU.0007	SOX1
GM.5.0.Homeodomain_POU.0007	POU5F1
GM.5.0.DM.0004	DMRT1
GM.5.0.DM.0004	DMRTC2
GM.5.0.bHLH.0032	MYF6
GM.5.0.bHLH.0032	MYF5
GM.5.0.Homeodomain.0037	HOMEZ
GM.5.0.GATA.0006	GATA2
GM.5.0.GATA.0006	GATA3
GM.5.0.p53.0001	P63
GM.5.0.p53.0001	TP73
GM.5.0.p53.0001	TRP63
GM.5.0.p53.0001	P53
GM.5.0.p53.0001	TP63
GM.5.0.p53.0001	TRP53
GM.5.0.p53.0001	TP53
GM.5.0.bHLH.0033	ARNTL
GM.5.0.bHLH.0033	BHLHE40
GM.5.0.bHLH.0033	SIRT6
GM.5.0.bHLH.0033	ARNTL2
GM.5.0.Sox.0012	SOX14
GM.5.0.Sox.0012	ENSMUSG00000079994
GM.5.0.Sox.0012	SOX2
GM.5.0.Sox.0012	SOX1
GM.5.0.Sox.0012	SOX3
GM.5.0.Sox.0012	SOX15
GM.5.0.Sox.0012	SRY
GM.5.0.Sox.0012	SOX21
GM.5.0.Sox.0012	SOX18
GM.5.0.C2H2_ZF.0038	ZEB1
GM.5.0.C2H2_ZF.0038	PRDM14
GM.5.0.Ets.0010	SPI1
GM.5.0.Ets.0010	SPIC
GM.5.0.Ets.0010	SFPI1
GM.5.0.Ets.0010	SPIB
GM.5.0.C2H2_ZF.0039	ZNF382
GM.5.0.AP-2.0002	TFAP2C
GM.5.0.AP-2.0002	TFAP2E
GM.5.0.AP-2.0002	TCFAP2D
GM.5.0.AP-2.0002	TCFAP2A
GM.5.0.AP-2.0002	TFAP2B
GM.5.0.AP-2.0002	TFAP2A
GM.5.0.Ets.0011	ETS1
GM.5.0.Ets.0011	ETS2
GM.5.0.C2H2_ZF.0040	SIN3A
GM.5.0.C2H2_ZF.0040	REST
GM.5.0.C2H2_ZF.0040	BCL3
GM.5.0.RFX.0003	RFX8
GM.5.0.RFX.0003	RFX5
GM.5.0.RFX.0003	RFX7
GM.5.0.RFX.0003	RFX1
GM.5.0.RFX.0003	RFX2
GM.5.0.RFX.0003	RFX6
GM.5.0.Mixed.0018	NFE2
GM.5.0.Mixed.0018	TAF1
GM.5.0.C2H2_ZF.0041	BCL6
GM.5.0.Grainyhead.0001	TCFCP2
GM.5.0.Grainyhead.0001	UBP1
GM.5.0.Grainyhead.0001	TFCP2L1
GM.5.0.Grainyhead.0001	TCFCP2L1
GM.5.0.Unknown.0004	NF1
GM.5.0.Homeodomain.0038	TLX3
GM.5.0.Homeodomain.0038	TLX2
GM.5.0.Homeodomain.0038	TLX1
GM.5.0.C2H2_ZF.0042	ZEB1
GM.5.0.C2H2_ZF.0042	BCL11A
GM.5.0.C2H2_ZF.0042	NANOG
GM.5.0.Nuclear_receptor.0021	RXRA
GM.5.0.Nuclear_receptor.0021	RXRG
GM.5.0.Nuclear_receptor.0021	RARA
GM.5.0.bZIP.0020	NFE2L2
GM.5.0.bZIP.0020	GABP
GM.5.0.Homeodomain.0039	ISL2
GM.5.0.Homeodomain.0040	HOXA6
GM.5.0.RFX.0004	RFX4
GM.5.0.RFX.0004	RFX8
GM.5.0.RFX.0004	RFX5
GM.5.0.RFX.0004	RFX3
GM.5.0.RFX.0004	RFX7
GM.5.0.RFX.0004	RFX2
GM.5.0.RFX.0004	ARID2
GM.5.0.RFX.0004	RFX6
GM.5.0.Homeodomain.0041	HOXA6
GM.5.0.Homeodomain.0041	NP_032296.2
GM.5.0.Homeodomain.0041	HOXB9
GM.5.0.Homeodomain.0041	HOXD9
GM.5.0.Homeodomain.0041	HOXC9
GM.5.0.bZIP.0021	JUND
GM.5.0.bZIP.0021	BATF3
GM.5.0.bHLH.0034	NPAS2
GM.5.0.bHLH.0034	HES7
GM.5.0.bHLH.0034	HES5
GM.5.0.Nuclear_receptor.0022	ESRRA
GM.5.0.Nuclear_receptor.0022	ESR1
GM.5.0.Nuclear_receptor.0022	ESR2
GM.5.0.Rel.0004	NFKB1
GM.5.0.Rel.0004	BCL3
GM.5.0.bHLH.0035	ARNTL
GM.5.0.bHLH.0035	NPAS2
GM.5.0.bHLH.0035	ARNTL2
GM.5.0.Forkhead.0013	FOXD4L6
GM.5.0.Forkhead.0013	FOXD4L3
GM.5.0.Forkhead.0013	FOXF1A
GM.5.0.Forkhead.0013	FOXD4L1
GM.5.0.Forkhead.0013	FOXI3
GM.5.0.Forkhead.0013	FOXC1
GM.5.0.Forkhead.0013	FOXA1
GM.5.0.Forkhead.0013	KIAA0415
GM.5.0.Forkhead.0013	FOXD4
GM.5.0.Forkhead.0013	FOXD4L5
GM.5.0.Forkhead.0013	FOXD3
GM.5.0.Forkhead.0013	FOXD2
GM.5.0.Forkhead.0013	FOXK2
GM.5.0.Forkhead.0013	FOXB2
GM.5.0.Forkhead.0013	FOXD1
GM.5.0.Forkhead.0013	FOXE3
GM.5.0.Forkhead.0013	FOXE1
GM.5.0.Forkhead.0013	FOXF2
GM.5.0.Forkhead.0013	FOXI2
GM.5.0.Forkhead.0013	FOXA3
GM.5.0.Forkhead.0013	FOXL2
GM.5.0.Forkhead.0013	FOXS1
GM.5.0.Forkhead.0013	FOXQ1
GM.5.0.Forkhead.0013	FOXI1
GM.5.0.bHLH.0036	OLIG2
GM.5.0.bHLH.0036	NEUROG2
GM.5.0.bHLH.0036	NEUROD2
GM.5.0.bHLH.0036	NEUROG1
GM.5.0.bHLH.0036	NEUROD4
GM.5.0.bHLH.0036	NEUROG3
GM.5.0.bHLH.0036	NEUROD6
GM.5.0.bHLH.0036	NEUROD1
GM.5.0.Homeodomain.0042	ALX1
GM.5.0.Homeodomain.0042	OTP
GM.5.0.Homeodomain.0042	PRRXL1
GM.5.0.Homeodomain.0042	PROP1
GM.5.0.Homeodomain.0042	VSX2
GM.5.0.C2H2_ZF_Homeodomain.0001	ZEB1
GM.5.0.Nuclear_receptor.0023	CR759733.4
GM.5.0.Nuclear_receptor.0023	CR354565.3
GM.5.0.Nuclear_receptor.0023	RXRG
GM.5.0.Nuclear_receptor.0023	CR936877.3
GM.5.0.Nuclear_receptor.0023	AL662824.5
GM.5.0.Nuclear_receptor.0023	AL844527.7
GM.5.0.AP-2.0003	TFAP2C
GM.5.0.AP-2.0003	TFAP2E
GM.5.0.AP-2.0003	TCFAP2D
GM.5.0.AP-2.0003	TCFAP2A
GM.5.0.AP-2.0003	TFAP2B
GM.5.0.AP-2.0003	TFAP2A
GM.5.0.C2H2_ZF.0043	EGR2
GM.5.0.C2H2_ZF.0043	EGR4
GM.5.0.C2H2_ZF.0043	EGR3
GM.5.0.C2H2_ZF.0043	EGR1
GM.5.0.Homeodomain.0043	PAX6
GM.5.0.Homeodomain.0043	ALX1
GM.5.0.Homeodomain.0043	LHX1
GM.5.0.Homeodomain.0043	OTP
GM.5.0.Homeodomain.0043	ALX4
GM.5.0.Homeodomain.0043	PAX7
GM.5.0.Homeodomain.0043	PRRX1
GM.5.0.Homeodomain.0043	LHX3
GM.5.0.Homeodomain.0043	EN1
GM.5.0.Homeodomain.0043	SHOX2
GM.5.0.Homeodomain.0043	LHX5
GM.5.0.Homeodomain.0043	PROP1
GM.5.0.Homeodomain.0043	UNCX
GM.5.0.Homeodomain.0043	LHX9
GM.5.0.Homeodomain.0043	PHOX2A
GM.5.0.Homeodomain.0043	VSX1
GM.5.0.Homeodomain.0043	PHOX2B
GM.5.0.Homeodomain.0043	NOBOX
GM.5.0.Forkhead.0014	FOXD4L6
GM.5.0.Forkhead.0014	FOXJ2
GM.5.0.Forkhead.0014	FOXD4L3
GM.5.0.Forkhead.0014	FOXF1A
GM.5.0.Forkhead.0014	FOXN3
GM.5.0.Forkhead.0014	FOXD4L1
GM.5.0.Forkhead.0014	FOXI3
GM.5.0.Forkhead.0014	FOXC1
GM.5.0.Forkhead.0014	FOXA1
GM.5.0.Forkhead.0014	KIAA0415
GM.5.0.Forkhead.0014	FOXD4
GM.5.0.Forkhead.0014	FOXD4L5
GM.5.0.Forkhead.0014	FOXD3
GM.5.0.Forkhead.0014	FOXD2
GM.5.0.Forkhead.0014	FOXK2
GM.5.0.Forkhead.0014	FOXB2
GM.5.0.Forkhead.0014	FOXE3
GM.5.0.Forkhead.0014	FOXL1
GM.5.0.Forkhead.0014	FOXE1
GM.5.0.Forkhead.0014	ENSMUSG00000090020
GM.5.0.Forkhead.0014	FOXF2
GM.5.0.Forkhead.0014	FOXI2
GM.5.0.Forkhead.0014	FOXA3
GM.5.0.Forkhead.0014	FOXC2
GM.5.0.Forkhead.0014	FOXL2
GM.5.0.Forkhead.0014	FOXS1
GM.5.0.Forkhead.0014	FOXN2
GM.5.0.Forkhead.0014	FOXQ1
GM.5.0.Forkhead.0014	FOXI1
GM.5.0.Rel.0005	NFKB
GM.5.0.Rel.0005	NFKB1
GM.5.0.Homeodomain.0044	RHOXF1
GM.5.0.Mixed.0019	XBP1
GM.5.0.C2H2_ZF.0044	IKZF1
GM.5.0.C2H2_ZF.0044	IKZF4
GM.5.0.Homeodomain.0045	LHX4
GM.5.0.Homeodomain.0045	LHX1
GM.5.0.Homeodomain.0045	LHX5
GM.5.0.Homeodomain.0045	LHX3
GM.5.0.C2H2_ZF.0045	MTF1
GM.5.0.Sox.0013	TCF7L2
GM.5.0.Sox.0013	TCF7L1
GM.5.0.Sox.0013	LEF1
GM.5.0.Sox.0013	TCF7
GM.5.0.Sox.0013	TCF4
GM.5.0.Sox.0013	TCF3
GM.5.0.C2H2_ZF.0046	KLF9
GM.5.0.C2H2_ZF.0046	KLF14
GM.5.0.C2H2_ZF.0046	OVOL1
GM.5.0.C2H2_ZF.0046	KLF13
GM.5.0.C2H2_ZF.0046	OVOL2
GM.5.0.T-box.0005	TBX10
GM.5.0.T-box.0005	TBX15
GM.5.0.T-box.0005	TBX21
GM.5.0.T-box.0005	TBX18
GM.5.0.T-box.0005	TBX1
GM.5.0.T-box.0005	TBX20
GM.5.0.T-box.0005	TBX5
GM.5.0.T-box.0005	TBX4
GM.5.0.T-box.0005	MGA
GM.5.0.T-box.0005	EOMES
GM.5.0.T-box.0005	TBX22
GM.5.0.T-box.0005	TBX2
GM.5.0.Nuclear_receptor.0024	AR
GM.5.0.Nuclear_receptor.0024	NR3C1
GM.5.0.Nuclear_receptor.0024	NR3C2
GM.5.0.Nuclear_receptor.0024	PGR
GM.5.0.Forkhead.0015	FOXD4L6
GM.5.0.Forkhead.0015	FOXD4L3
GM.5.0.Forkhead.0015	FOXF1A
GM.5.0.Forkhead.0015	FOXD4L1
GM.5.0.Forkhead.0015	FOXI3
GM.5.0.Forkhead.0015	FOXA1
GM.5.0.Forkhead.0015	KIAA0415
GM.5.0.Forkhead.0015	FOXD4
GM.5.0.Forkhead.0015	FOXD4L5
GM.5.0.Forkhead.0015	FOXD3
GM.5.0.Forkhead.0015	FOXD2
GM.5.0.Forkhead.0015	FOXK2
GM.5.0.Forkhead.0015	FOXB2
GM.5.0.Forkhead.0015	FOXE3
GM.5.0.Forkhead.0015	FOXE1
GM.5.0.Forkhead.0015	FOXF2
GM.5.0.Forkhead.0015	FOXI2
GM.5.0.Forkhead.0015	FOXA3
GM.5.0.Forkhead.0015	FOXL2
GM.5.0.Forkhead.0015	FOXS1
GM.5.0.Forkhead.0015	FOXQ1
GM.5.0.Forkhead.0015	FOXI1
GM.5.0.Homeodomain.0046	IRX4
GM.5.0.Homeodomain.0046	IRX3
GM.5.0.Homeodomain.0046	IRX2
GM.5.0.Homeodomain.0046	IRX1
GM.5.0.Homeodomain.0046	IRX5
GM.5.0.Homeodomain.0046	IRX6
GM.5.0.SMAD.0005	SMAD4
GM.5.0.SMAD.0005	SMAD3
GM.5.0.SMAD.0005	SMAD2
GM.5.0.RFX.0005	RFX4
GM.5.0.RFX.0005	RFX8
GM.5.0.RFX.0005	RFX5
GM.5.0.RFX.0005	RFX3
GM.5.0.RFX.0005	RFX7
GM.5.0.RFX.0005	RFX2
GM.5.0.RFX.0005	RFX6
GM.5.0.Homeodomain.0047	SIX1
GM.5.0.Homeodomain.0047	SIX3
GM.5.0.Homeodomain.0047	GATA2
GM.5.0.Homeodomain.0047	SIX6
GM.5.0.Homeodomain.0047	SIX2
GM.5.0.Ets.0012	ELF5
GM.5.0.Ets.0012	FLI1
GM.5.0.Ets.0012	ETV5
GM.5.0.Homeodomain.0048	LHX1
